280608_5.0017;TROS
046301_1.0078;ObrÍb 78
061908_2.0014;WYRYKI-KOLONIA
061307_2.0004;KROPIWKI
080202_2.0008;DÍby
061406_2.0011;MARIANKA
060203_2.0008;EDWARD”W
061905_2.0018;WINCENCIN
066301_1.0051;51-Zemborzyce Koúc. IV
140706_2.0039;Gruszczyn £πki
140501_1.0044;07-03
140607_5.0023;MARYSIN
140506_2.0028;RUMIANKA
140101_5.0015;KOLONIA BRZEèCE
140606_2.0001;ALFONSOWO
140804_4.0013;13
021702_2.0010;KOMOROWICE
021006_2.0002;Przylasek
140501_1.0047;07-06
140502_1.0008;8
126201_1.0069;069
140501_1.0046;07-05
140504_4.0058;58
126301_1.0266;0266
141302_2.0029;TA—SK KIERNOZY
141702_1.0192;192
141702_1.0177;177
141702_1.0202;202
141401_1.0015;3-09
141801_4.1302;13-02
141802_4.0125;01-25
141803_2.0014;PGR I RADIOST. £AZY
141702_1.0058;58
141702_1.0042;42
141211_2.0012;DZI KOWIZNA
141804_4.0035;35
141804_4.0060;60
141802_4.0323;03-23
141704_4.0036;36
143402_1.0007;1-07
143205_4.0023;poprzedni nr 2-03
143402_1.0020;2-01
143201_5.0035;WOLA £USZCZEWSKA
142904_2.0013;LUDWIN”W
142513_2.0007;ZAKRZEW KRESY
142601_2.0012;PRZYWORY MA£E
142406_2.0008;GATKA
142206_2.0017;KAWIECZYNO
142003_2.0018;JESIONKA
146518_8.0610;6-06-10
146509_8.0801;3-08-01
146511_8.0905;4-09-05
146511_8.1810;4-18-10
146513_8.0946;1-09-46
146513_8.1077;1-10-77
146513_8.1023;1-10-23
146514_8.1117;3-11-17
146509_8.0047;3-00-47
146503_8.0319;4-03-19
146513_8.0831;1-08-31
146510_8.0204;5-02-04
146503_8.0612;4-06-12
146507_8.0531;3-05-31
146513_8.0922;1-09-22
146514_8.1261;3-12-61
146507_8.0525;3-05-25
146514_8.1125;3-11-25
146514_8.1342;3-13-42
146514_8.1143;3-11-43
146514_8.1413;3-14-13
143802_5.0033;MA£ACHOWSZCZYZNA
146509_8.0075;3-00-75
146507_8.0514;3-05-14
146513_8.1010;1-10-10
146513_8.0954;1-09-54
146514_8.1201;3-12-01
146514_8.1415;3-14-15
146514_8.1128;3-11-28
143401_1.0011;11
143409_4.0027;05-07
146505_8.0419;0419
146506_8.0304;2-03-04
146401_1.0088;88
146514_8.1352;3-13-52
146503_8.0226;4-02-26
143204_2.0005;GRABINA
146401_1.0185;185
146505_8.0510;0510
143701_5.0008;KARNISZYN-PARCELE
146506_8.0323;2-03-23
146503_8.0629;4-06-29
146505_8.0217;0217
201306_2.0201;NOWE WIECHY
201110_2.0031;SZUDZIA£OWO
201107_2.0003;BIERWICHA
201008_2.0005;G£ODY
201303_4.0008;CZYØEW-Z£OTE JAB£KO
146519_8.0302;7-03-02
146518_8.0501;6-05-01
146508_8.1811;4-18-11
146515_8.0305;8-03-05
146518_8.0305;6-03-05
146517_8.0615;2-06-15
146516_8.0613;1-06-13
200505_2.0013;KRAåKOWSZCZYZNA
146518_8.0701;6-07-01
146516_8.0552;1-05-52
146519_8.0117;7-01-17
146515_8.0709;8-07-09
146519_8.0417;7-04-17
200705_2.0042;Zabawka
246401_1.0259;259
246401_1.0222;222
246401_1.0076;76
246401_1.0154;154
246401_1.0371;371
246401_1.0021;21
221603_2.0032;Wartule
240301_1.0019;19
246401_1.0334;334
246401_1.0016;16
246401_1.0341;341
260411_2.0014;LISIE JAMY
246401_1.0185;185
246401_1.0287;287
240301_1.0013;13
246201_1.0011;Nowy DwÛr
221605_5.0011;Piek≥o
226101_1.0221;221S
246101_1.0017;Dolne Przedmieúcie 17
221303_1.0008;8
240415_2.0012;Rzπsawy Enklawa
226101_1.0316;316S
281706_2.0015;NOWINY
300402_5.0001;BOGUS£AWKI
261005_5.0005;KRZYØKA
300903_2.0006;CHRZANOWO
300406_5.0008;£UKASZEW
301701_1.0159;159
301701_1.0009;9
301701_1.0011;11
301105_5.0033;ØYDOWO
301701_1.0039;39
301701_1.0098;98
321005_2.0001;ROKITNO
302306_2.0028;PONIAT”WEK
320605_4.0003;Mieszkowice 3
320608_5.0006;Drzesz
320406_2.0001;Trzebianowo
320705_2.0023;Krzemykowo
320706_5.0012;JarzÍbowo
320603_5.0005;Grabowo
320201_2.0014;STRUMIENNO
320502_4.0003;Gryfice -3
326201_1.2138;Pogodno 138
046401_1.0410;W≥oc≥awek KM 41
326201_1.4208;Dπbie 208
040707_4.0004;PakoúÊ Obr. 4
326201_1.2016;Pogodno 16
326201_1.2119;Pogodno 119
326201_1.2030;Pogodno 30
326201_1.3033;Nad Odrπ 33
061803_2.0002;Nowy Przeorsk
326201_1.4105;Dπbie 105
046401_1.0570;W≥oc≥awek KM 57
326201_1.4154;Dπbie 154
061703_5.0030;Nowiny
201202_2.0002;BARTNIA G”RA
321501_1.0017;Szczecinek 17
060407_2.0037;Wysokie
321804_5.0020;Godziszewo
060404_2.0092;DziekanÛw PGR
321004_5.0029;Gryøyno
201108_5.0054;WOJNACHY
281304_5.0020;PRZYTU£Y
326201_1.3003;Nad Odrπ 3
326201_1.2124;Pogodno 124
281401_5.0015;£APKA
046401_1.1140;W≥oc≥awek KM 114
281104_5.0028;SZEROKOPAS
321606_2.0035;Przymiarki
326201_1.2051;Pogodno 51
326101_1.0041;0041
201103_2.0012;£OMY
326201_1.3096;Nad Odrπ 96
142205_2.0006;KRASKI-åLESICE
180103_2.0015;Wydrne
220801_1.0004;LÍbork obr 4
220202_4.0001;Brusy
286101_1.0023;23
286101_1.0034;34
220202_5.0020;Widno
220203_2.0011;Krojanty
220203_2.0012;Kruszka
220203_2.0017;Nowa Cerkiew
220204_5.0003;Bielawy
220204_5.0009;Kwieki
220204_5.0019;Ostrowite gm.Czersk
220204_4.0001;Czersk
306401_1.0060;D BIEC
306401_1.0036;JUNIKOWO
306401_1.0041;PLEWISKA
247601_1.0001;ChropaczÛw
166101_1.0139;W”JTOWA WIEå
166101_1.0128;SZCZEPANOWICE
166101_1.0092;MALINA
246601_1.0053;Stare £abÍdy
246601_1.0028;Ku Do≥om
246601_1.0058;WÛjtowe Pola
246601_1.0062;Øerniki Las
226301_1.0003;3
226301_1.0011;11
226301_1.0017;17
100403_2.0006;G≥upiejewo
100403_2.0023;Stawy i Gaj B
100401_1.0001;Miasto £Íczyca
101901_1.0005;PI•TY
101901_1.0018;OSIEMNASTY
101901_1.0021;DWUDZIESTY PIERWSZY
101901_1.0022;DWUDZIESTY DRUGI
101901_1.0023;DWUDZIESTY TRZECI
100807_2.0001;Bychlew-1
100807_2.0006;Janowice-6
100807_2.0011;Kudrowice-11
100807_2.0020;Rydzyny-20
100602_2.0004;JAN”WKA
100608_2.0012;NOWE SKOSZEWY
100611_4.0008;8
100611_4.0011;11
100611_4.0018;18
100607_4.0007;OBR B 7
100607_4.0008;OBR B 8
101103_4.0001;1
101201_1.0004;0004
101201_1.0007;0007
101201_1.0009;0009
101201_1.0017;0017
101201_1.0039;0039
101201_1.0041;0041
101201_1.0051;0051
101203_2.0001;Borowa
101203_2.0013;P≥awno
101203_2.0016;Stanis≥awice
101203_2.0018;W≥ynice
101205_4.0007;0007
101205_4.0009;0009
101205_4.0010;0010
101211_4.0008;0008
100906_2.0009;Laski Tondle
101007_2.0014;14-Stobnica Pi≥a
100101_1.0002;02
100101_1.0006;06
100101_1.0008;08
100101_1.0018;18
100102_2.0035;WOLA MIKOR.-ZALESNA
100102_2.0002;AUGUSTYN”W
100102_2.0033;WIELOPOLE
100102_2.0014;KIELCHIN”W
100102_2.0003;BUKOWA
100102_2.0023;MOKRACZ
100102_2.0030;POST KALICE
100105_2.0018;PGR KLUKI
100105_2.0002;CISZA
100108_4.0013;13
100106_2.0019;ZAKUROWIE
100106_2.0002;ANDRZEJ”W
101009_4.0005;ObrÍb 5
101009_4.0012;ObrÍb 12
101009_4.0021;ObrÍb 21
101303_2.0013;NIEMG£OWY
101303_2.0030;WYLEZINEK
100211_5.0004;BUSZK”W
100211_5.0006;DOBRZELIN
100209_2.0008;JURK”W I
021503_5.0014;Minkowice O≥awskie
021503_5.0017;WÛjcice
020402_2.0014;PIOTROWICE MA£E
020402_2.0016;PSARY
020402_2.0003;CIECHAN”W
020402_2.0007;IRZ•DZE
020402_2.0008;JEMIELNO
020402_2.0010;LUBOSZYCE MA£E
020302_2.0004;GRODZIEC MA£Y
020302_2.0014;SZCZYGLICE
020301_1.0018;KOPERNIK
020301_1.0012;G”RKOWO
020501_1.0002;Stary Jawor
020501_1.0005;Przedmieúcie
020703_4.0002;LUBAWKA_2
021201_5.0004;Rzπsiny
021201_5.0006;Wieøa
021205_4.0002;WleÒ 2
022002_5.0001;BorÛw
022002_5.0009;Kaszyce Wielkie
022002_5.0018;Pietrowice Ma≥e
022002_5.0019;Piotrkowice
306201_1.0002;CzarkÛw
306101_1.0106;106 Zagorzynek
306101_1.0015;015 Chmielnik
306101_1.0016;016 årÛdmieúcie
306101_1.0091;091 Rypinek
306101_1.0064;064 Rypinek
306101_1.0098;098 Zagorzynek
306101_1.0044;044 Czaszki
306101_1.0063;063 Rypinek
306101_1.0027;027 Chmielnik
306101_1.0018;018 Piskorzewie
306101_1.0030;030 Tyniec
306101_1.0092;092 Rypinek
306301_1.0001;GRONOWO
141508_5.0012;STARY MYSZYNIEC
320404_4.0002;Nowogard - 2
020202_1.0005;ZACH”D
020203_4.0002;G”RNE
020203_4.0001;DOLNE
300202_2.0006;G”RA
280703_2.0005;DziarnÛwko
280703_2.0008;Franciszkowo GÛrne
280703_2.0011;GardzieÒ
280703_2.0022;£awice
280703_2.0027;Nowa Wieú
280703_2.0034;Stanowo
281004_2.0004;CierzpiÍty
281004_2.0009;GoleÒ
280610_2.0006;MALINKA
280610_2.0016;SZCZYBA£Y OR£OWSKIE
280610_2.0020;ZELKI
280103_2.0006;BORKI
280103_2.0007;BORKI S DROWSKIE
280103_2.0011;CZERWONA G”RKA
280103_2.0018;GALINY
280103_2.0027;KINKAJMY
280103_2.0031;LEGINY
280103_2.0035;£AB DNIK DUØY
280103_2.0039;£OSKAJMY
280103_2.0049;PERKUJKI
280103_2.0059;SOKOLICA
280103_2.0060;SOLNO
280103_2.0065;SZYLINA
280103_2.0066;TOLKO
280103_2.0078;WOJTKOWO
280103_2.0083;ØYDOWO
280802_2.0006;Borszyny
280802_2.0007;Cacki
280802_2.0014;GÍsie GÛry
280802_2.0017;Gradowo
280802_2.0022;Kolwiny
280802_2.0040;Pod≥awki
280802_2.0048;Skoczewo
280802_2.0054;Taborzec
280302_2.0001;BURKAT
280302_2.0003;FILICE
280302_2.0010;KL CZKOWO
280302_2.0026;S£AWKOWO
280705_2.0002;Czerlin
280202_2.0018;Wola Lipowska
280606_2.0001;BIELSKIE
280606_2.0011;MI£KI
020703_5.0013;SzczepanÛw
022503_5.0016;SIENIAWKA
022503_5.0014;PORAJ”W
022503_5.0012;KOPACZ”W
022503_5.0010;JASNA G”RA
022503_5.0009;BIEDRZYCHOWICE
022503_5.0006;POSADA
022503_5.0004;LUTOGNIEWICE
021003_5.0011;åWIECIE
021003_5.0004;GRABISZYCE åREDNIE
246701_1.0005;CIS”WKA
241704_2.0009;PrzyborÛw
241704_2.0002;KorbielÛw
241505_2.0006;SKRBE—SKO
240302_1.0004;USTRO—
240301_1.0064;64
182102_2.0012;SMEREK
181704_2.0028;ZubeÒsko
161004_4.0114;PRUDNIK
160707_5.0004;KAMIENICA
160706_5.0032;ZWANOWICE
121103_2.0008;PIEKIELNIK
121013_5.0003;£omnica ZdrÛj
022507_2.0013;OSIEK £UØYCKI
022407_4.0007;Z£OTY STOK
022105_5.0002;GRZMI•CA
020809_2.0007;Jerzykowice Ma≥e
020803_1.0002;Pstrπøna
020803_1.0004;Czermna
020803_1.0008;S≥one
020801_1.0005;Lasy
020608_2.0006;PRZESIEKA
020603_1.0007;MICHA£OWICE
020601_1.0004;KARPACZ-4
022106_5.0005;R”ØANA
200405_4.0005;Szczuczyn
320407_5.0008;Jarszewko
181805_5.0016;Zdziechowice Pierwsze
181805_5.0008;JÛzefÛw
041813_2.0016;£agiewniki
120301_5.0007;Okleúna
180710_2.0009;DarÛw
281803_5.0004;DUNAJEK
280101_1.0001;1
302504_4.0004;åRODA WIELKOPOLSKA
302503_2.0004;CHOCICZA
220508_5.0004;Chwaszczyno
226101_1.0036;Kie≥pino GÛrne
226101_1.0027;027
320402_5.0027;RzÍúnica
326201_1.4003;Dπbie 3
221001_1.0001;Krynica Morska
301004_5.0018;S£AWOSZEWEK
022003_5.0021;MalczÛw
220502_5.0016;Prokowo
181504_5.0014;ZAGORZYCE
320302_5.0011;Donatowo
320604_4.0005;Gryfino 5
121402_5.0004;Jaksice
121402_5.0011;Morsko
121402_4.0005;Koszyce
260413_5.0014;SERWIS
260413_5.0008;W”LKA MILANOWSKA
260413_5.0015;SKA£Y
260415_5.0008;MALESZOWA
260415_5.0007;KALINA G”RECKA
260415_5.0010;PIERZCHNIANKA
260415_5.0017;WIERZBIE
260415_5.0002;DRUGNIA
261208_5.0001;BRZEZINY
260304_5.0020;WYSZOGR”D
260304_4.0003;OPATOWIEC
260104_5.0019;TRZEBICA
260104_5.0018;S£UPIA
260104_5.0027;SROCZK”W
260104_5.0008;K PA LUBAWSKA
260104_5.0016;RATAJE KARSKIE
260104_5.0005;KARSY DOLNE
281708_5.0005;JESIONOWIEC
281708_5.0017;SZYMANKI
281708_5.0004;G£UCH
100807_2.0015;Oko≥owice-15
101009_4.0004;ObrÍb 4
100509_2.0016;NIEBOR”W
141608_2.0026;Øochowo
141608_2.0003;Gawki
201405_2.0008;CZERWONY B”R
201404_2.0007;Krajewo Budzi≥y
201404_2.0008;PÍchratka Polska
201404_2.0013;Szumowo
201404_2.0016;Srebrny Borek
160903_2.0036;DobrzeÒ Ma≥y
280105_2.0002;B•DLE
280103_2.0067;TAPLIKAJMY
141212_5.0005;G”JSZCZ
141212_5.0018;P£OMIENIEC
141212_5.0023;TOP”R
141212_5.0004;D BOWCE
320905_5.0013;Mielenko
306201_1.0013;Nowy DwÛr
143703_5.0009;KIPICHY
143703_5.0023;PURZYCE
143703_5.0004;DZIWY
143703_5.0005;GALUMIN
241606_5.0003;GULZ”W
302204_2.0008;Osiek
302205_5.0022;Øylice
261203_5.0011;SUFCZYCE
261203_5.0001;BORZYM”W
261203_5.0003;BYD£OWA
302113_2.0016;DALEKIE
302110_5.0020;ROGALINEK
302104_2.0010;OWI—SKA
302117_2.0006;JANKOWICE
302110_5.0025;BARANOWO
160912_5.0005;Tu≥owice Ma≥e
121806_2.0007;Miejsce-Wiúnicz
121806_2.0008;Spytkowice-Wiúnicz
226201_1.0014;D•BROWA
226201_1.0028;WITOMINO-RADIOSTACJA
166101_1.0148;KarczÛw
226101_1.0086;086
280503_2.0037;STOØNE
281708_5.0011;NOWOJOWIEC
281708_5.0008;KUCBORK
226101_1.0144;144
080407_5.0003;KONRADOWO
080407_5.0005;MODRZYCA
260412_5.0006;CHMIELOWICE
260412_5.0011;KAWCZYN
260412_5.0023;LIS”W
260407_5.0013;S DEK
260407_5.0004;LECH”WEK
260407_5.0014;ZBELUTKA STARA
300601_5.0001;BIELEJEWO
300601_5.0008;£OBZOWIEC
300601_5.0012;PANIENKA
300708_5.0017;SZA£E
300708_5.0011;N DZERZEW
300708_4.0001;OPAT”WEK
302001_5.0003;J”ZEF”W
302001_5.0001;BRUDZEWEK
060311_5.0017;KULIK-KOLONIA
060311_5.0003;BEZEK
060311_5.0008;CHOJENIEC-KOLONIA
060311_5.0032;WOLA KORYBUTOWA II
060311_4.0036;SIEDLISZCZE
060311_5.0015;KROWICA
060315_5.0018;MAJDAN STARY
060315_5.0025;NIEDZIA£OWICE II
060315_5.0012;MARYSIN
060315_5.0010;LEON”W
060315_5.0006;CZECH”W K•T
060708_5.0005;G”RY
060708_5.0017;SKORCZYCE
060708_5.0008;MAJDAN BOBOWSKI
061202_5.0035;35-W”LKA KOLCZY—SKA
061805_5.0006;Kniazie
260504_5.0034;JARZ•B
260504_5.0024;RADOSKA
260504_5.0023;PODLESIE
260504_5.0011;KAPA£”W
260504_5.0017;MOåCISKA
260504_5.0018;MULARZ”W
260504_5.0027;SZ”STAKI
261205_5.0003;Kraúnik
301404_5.0114;TUCHOLA
286201_1.0007;Olsztyn 7
286201_1.0016;Olsztyn 16
286201_1.0028;Olsztyn 28
286201_1.0033;Olsztyn 33
286201_1.0038;Olsztyn 38
286201_1.0064;Olsztyn 64
286201_1.0066;Olsztyn 66
286201_1.0077;Olsztyn 77
286201_1.0081;Olsztyn 81
286201_1.0084;Olsztyn 84
286201_1.0089;Olsztyn 89
286201_1.0091;Olsztyn 91
286201_1.0105;Olsztyn 105
286201_1.0113;Olsztyn 113
286201_1.0119;Olsztyn 119
101804_5.0017;KOL.KIJANICE
101804_5.0009;HUTA
101804_5.0001;AUGUSTYN”W
101804_5.0024;OSTRYCHARZE
101804_5.0015;KNAPY AB
101804_4.0003;D BINA
101804_4.0025;PIASKI
100406_5.0004;BOGUSZYCE
100406_5.0015;LEØAJNA
100406_5.0035;ØABOKRZEKI
100406_5.0003;B£ONIE
142004_5.0019;JANIKOWO
142004_5.0007;GARWOLEWO
142004_5.0023;WILKOWUJE
142004_5.0027;STARE PRZYBOJEWO
142004_5.0001;RASZEWO DWORSKIE
260903_5.0011;K PIE
260903_5.0024;P£ACZKOWICE
260903_5.0025;POKRZYWIANKA
260903_5.0009;G”RY P CHOWSKIE
240801_1.0026;£aziska GÛrne
081005_5.0001;Bobrzany
081005_5.0005;åliwnik
100105_2.0010;ROèDZIN
260103_5.0010;£ KA
101707_2.0011;P•TN”W
140702_2.0042;Studzianki B
141605_2.0003;Dani≥owo
141605_2.0017;PodgÛrze-Gazdy
320701_5.0001;MiÍdzywodzie
320507_2.0007;Pogorzelica
320507_2.0001;Pobierowo
320508_5.0001;Mrzeøyno - 1
261201_2.0002;BUDY
140704_2.0030;£Íkawica GÛrna
260106_5.0018;PRUSY
260106_5.0028;WOLICA
260106_5.0005;JASTRZ BIEC
260106_5.0012;K•TY NOWE
260106_5.0010;MARIAMPOL
302116_4.0001;SWARZ DZ
306401_1.0002;G£OWIENIEC
140404_5.0008;LASEK-ROMAN”W
140404_5.0012;OSMOLIN
140404_4.0001;SANNIKI
040902_2.0006;Koúcieszki
060206_5.0003;LAS £ADZKI
060206_5.0005;GIL”W
046401_1.2030;Michelin KM 03
140906_5.0002;DZIURK”W
140906_4.0018;SOLEC NAD WIS£•
140906_5.0021;ZEMBORZYN II
140906_5.0020;ZEMBORZYN I
140906_5.0014;PRZEDMIEåCIE BLIØSZE
143805_5.0023;ORYSZEW OSADA
143805_5.0041;MORGI
143805_5.0025;PODORYSZEW
143805_5.0016;£UBNO
143805_5.0017;MIEDNIEWICE
143805_5.0020;NOWE KOZ£OWICE
300102_5.0012;Popielno
181302_5.0005;IskaÒ
260209_5.0003;D BIANY
260209_5.0008;KAZINY
260209_5.0009;KLEMENCICE
260209_5.0026;PODLESIE
260209_5.0027;POKRZYWNICA
260209_5.0033;SADKI
300102_5.0008;Niewiemko
300705_5.0014;NOWY NAKWASIN
300705_5.0017;PIETRZYK”W
300705_5.0004;EMILIAN”W
300705_5.0021;Z£OTNIKI
300705_5.0013;NOWY KAROLEW
146511_8.0817;4-08-17
060805_5.0021;ZOFIAN
060805_5.0007;KIERZK”WKA
060805_5.0004;CIEMNO
300102_5.0001;Brzekiniec
186101_1.0007;SuchodÛ≥
141206_2.0030;RUDZIENKO
200709_2.0015;Siwiki
080907_2.0011;Wilkanowo
280407_4.0007;PAS£ K 07
142011_5.0008;GUTARZEWO
142011_5.0017;MILEWO
046101_1.0374;0374
121305_2.0001;Osiek
181704_2.0007;Jawornik
181708_2.0005;Odrzechowa
181707_5.0006;£ukowe
181704_2.0010;Nowy £upkÛw
040706_4.0007;Kruszwica Obr. 7
040706_5.0011;Gocanowo
040706_4.0008;Kruszwica Obr. 8
280205_5.0009;JESIONOWO
280206_2.0013;PODLECHY
280905_5.0015;OSETNIK
280207_2.0008;£AWKI
241108_2.0012;RUDNIK
181308_2.0015;Wapowce
061805_5.0024;Zatyle
181303_2.0006;Huwniki
181310_2.0002;Bolestraszyce
100701_2.0005;PARCZ”WEK
280707_5.0011;Karpowo
280707_5.0005;Duba
280707_5.0007;Huta Wielka
100707_2.0005;D•BROWA
100704_5.0022;OSTR”W
100707_2.0032;WYGNAN”W
101608_2.0007;GROTOWICE
100704_5.0003;BIELOWICE
241105_5.0001;BUDZISKA
241102_2.0005;RZUCH”W
140307_2.0003;B•CZKI
061206_5.0012;12-PONIATOWA - KOLONIA
140307_2.0004;BUDY POD£ SKIE
140313_2.0005;MARIA—SKIE PORZECZE
241107_2.0007;MAK”W
140307_2.0011;KRASKI G”RNE
140307_2.0005;DOMASZEW
241103_5.0005;WOJNOWICE
241103_4.0001;KRZANOWICE MIASTO
241107_2.0009;PIETROWICE WIELKIE
020101_1.0003;Boles≥awiec-3
020106_2.0009;WARTOWICE
020102_2.0022;OTOK
020105_2.0007;PAROWA
142304_2.0011;ODRZYW”£
020103_2.0003;KRZYØOWA
020105_2.0002;KLICZK”W
020105_2.0005;OSIECZNICA
061207_2.0005;05-K£ODNICA
061207_2.0007;07-LUBOMIRKA
061207_2.0016;16-SZKUCISKA
061202_5.0031;31-STEFAN”WKA
061202_5.0033;33-UGORY
061207_2.0011;11-POLAN”WKA
061203_2.0016;16-ZABORZE
061207_2.0017;17-URZ•DK”W
120102_2.0016;£apczyca
060506_5.0025;ZAMEK KOLONIA
060503_2.0009;KOCUDZA DRUGA
320305_2.0062;ØeÒsko
060504_2.0008;RATAJ ORDYNACKI
060507_2.0011;KOLONIA POTOK WIELKI
060504_2.0011;ZDZI£OWICE DRUGIE
240201_1.0002;BIENIATKA
240205_2.0001;BIELOWICKO
240205_2.0003;GRODZIEC
240205_2.0007;LANDEK
240205_2.0010;MI DZYRZECZE DOLNE
240209_5.0007;STARA WIEå G”RNA
240209_5.0005;PISARZOWICE
020105_2.0010;åWI TOSZ”W
060501_2.0008;STAWCE KOLONIA
060916_2.0001;ANN”W
060502_2.0007;£ADA
060507_2.0007;POTOK-STANY
060502_2.0010;OTROCZ LASY
041408_5.0002;Bagniewo
041408_5.0008;Luszkowo
041408_5.0010;£aszewo
320603_5.0010;Bara
320606_5.0008;M≥ynary
140608_5.0013;£ GONICE
142304_2.0010;MYåLAKOWICE KOLONIA
041408_5.0024;Zawada
060604_5.0006;Majdan Krynicki
100806_5.0018;MIKO£AJEWICE
100806_5.0022;STANIS£AW”W NOWY
100806_5.0033;WYGODA
100806_5.0030;ZOFI”WKA
100806_5.0006;CHARBICE DOLNE
101501_5.0019;£asieczniki
101501_5.0016;WÛlka £asiecka
141204_5.0007;PE£CZANKA
321203_5.0012;BÍdzin
142008_5.0013;JURZYN
142008_5.0018;LATONICE
142008_5.0020;MISZEWO WIELKIE
142008_5.0024;NOWOSI”£KI
142008_5.0033;W”LKA SZCZAWI—SKA
260602_5.0018;RADWAN
260602_5.0021;T CZA
260602_5.0009;KOPIEC
301903_5.0003;DZIEMB”WKO
301903_4.0005;KACZORY
142506_5.0013;NATOLIN
142506_5.0016;RAJEC SZLACHECKI
142506_5.0010;LASOWICE
142506_5.0005;GROSZOWICE
141108_2.0021;PRUSZKI
142506_5.0012;MYåLISZEWICE
100102_2.0042;WOLA GRZYMALINA
303104_2.0029;WIELKI BUCZEK
041502_2.0008;Düwierzno
041509_2.0008;PÍdzewo
186201_1.0207;207
280601_1.0001;0001 Giøycko
260203_4.0001;Ma≥ogoszcz 1
260206_4.0003;SÍdziszÛw 3
260202_4.0004;JÍdrzejÛw 4
260202_4.0011;JÍdrzejÛw 11
321401_1.0020;0020 Stargard
321401_1.0010;0010 Stargard
321401_1.0018;0018 Stargard
281501_1.0001;0001 OSTR”DA
281501_1.0004;0004 OSTR”DA
281501_1.0008;0008 OSTR”DA
041206_2.0015;Tomkowo
281704_4.0002;0002 PASYM
320703_4.0004;0004 KamieÒ Pomorski
321802_4.0003;Miasto £obez obrÍb 0003
321403_4.0003;0003 Miasto Dobrzany
321805_4.0002;WÍgorzyno miasto obrÍb 0002
140303_2.0002;BRZUSKOWOLA
221104_4.0001;W≥adys≥awowo 01
141212_5.0011;KUFLEW
302202_5.0019;Zmys≥owo
302204_2.0005;GÛreczki Wielkie
302205_5.0018;Za≥Ícze
302201_5.0009;PakÛwka
302201_5.0004;Golina Wielka
302205_5.0006;Konarzewo
302203_5.0015;Zakrzewo
022401_5.0006;LASK”WKA
022407_5.0005;P£ONICA
022403_5.0010;S≥awÍcin
241507_2.0005;SYRYNIA
022305_2.0023;Solna
022303_2.0011;Tomice
022302_2.0037;åliwice
022304_5.0030;Wojtkowice
022307_5.0011;Przezdrowice
022309_2.0020;Rzeplin
241504_1.0002;JED£OWNIK
241101_1.0010;SUD”£
241508_2.0002;MARKLOWICE G”RNE
241101_1.0006;P£ONIA
241104_2.0004;KRZYØANOWICE
241507_2.0003;LUBOMIA
241201_5.0005;STANOWICE
241202_2.0003;£UK”W
320801_1.0003;3
320801_1.0005;5
320804_2.0001;Düwirzyno
320508_5.0023;Mrzeøyno - 3
140303_2.0012;LALINY
140308_2.0010;WOLA MIASTKOWSKA
220502_5.0021;Staniszewo
247301_1.0120;WIELOPOLE
141405_2.0008;CZARNOWO
301105_5.0011;KOSZANOWO
301105_5.0004;BRUSZCZEWO
301105_5.0031;ZYGMUNTOWO
220506_2.0016;Zgorza≥e
241404_2.0005;åwierczyniec
241003_2.0006;Wola
241402_1.0001;Imielin
143504_2.0030;POPOWO - LETNISKO
143504_2.0026;WIEL CIN
143505_5.0005;KAMIE—CZYK
022203_5.0038;PrawikÛw
120803_2.0011;WIERZBICA
022101_1.0007;NR 7 KUèNICE åWIDNICKIE
240901_1.0005;MyszkÛw
080702_4.0024;Lubniewice
080503_5.0002;RadachÛw
060914_2.0014;W”LKA
060914_2.0015;BYSTRZYCA
060914_2.0017;£USZCZ”W DRUGI
260804_5.0028;SKOWRONNO DOLNE
241608_5.0013;ROKITNO-BRZOSTKOWIE
100106_2.0005;D•BROWA RUSIECKA
022108_2.0007;DzieÊmorowice nr 2
181802_2.0008;PrzyszÛw
181806_2.0011;Zaleszany
143005_5.0006;KRZCI CIN
062012_2.0014;TworyczÛw
100806_5.0009;DZIEKTARZEW
220302_5.0007;RACINIEWO
142808_2.0035;SHRO PAW£OWICE
220307_2.0009;TRZMIELEWO
321503_5.0128;Brzeünica
221103_1.0024;2.4
221104_5.0001;Cha≥upy
143002_2.0007;NOWY DW”R
220305_2.0002;KOCZA£A
101801_2.0003;KOLONIA BOLES£AWIEC CHR”åCIN
101803_2.0019;W GLEWICE
221107_2.0006;Gnieødøewo
221106_2.0015;S≥awoszyno
201005_2.0003;M TNA
201105_2.0010;KOWALE
201105_2.0027;SZYMAKI
200207_5.0033;NOWOSADY
200503_2.0002;BOBR”WKA
200505_2.0012;KLAKOWO
200505_2.0014;KRUG£E
200505_2.0020;STARZYNA
200507_5.0001;BIA£A STRAØ
061903_2.0002;DUBECZNO
061902_2.0012;ZAåWIATYCZE
061905_2.0002;BABSK
061904_2.0005;LASKI BRUSKIE
061906_2.0004;KRAS”WKA
281801_2.0005;JAGIELE
281901_2.0004;D•BR”WKA NOWA
180908_2.0007;Skolin
280106_5.0011;Kraskowo
280106_5.0016;Ostre Bardo
280103_2.0019;GIERCZYN
180103_2.0001;Bystre
181303_2.0021;Sierakoúce
181303_2.0007;Kalwaria Pac≥awska
061805_5.0012;Dyniska Nowe
180903_2.0001;DziewiÍcierz
201209_2.0028;STANKUNY
201206_2.0003;EJSZERYSZKI
201209_2.0006;GRZYBINA
